"sid","r","n_type","heterog","theta","theta1","theta2","C","n","w12","p11","p22","p12","pi01","pi11","pi02","pi12","B"
1457,0.7,"Unequal","Large",0.64,0.535,0.745,20,10,0.8,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1458,0.7,"Unequal","Large",0.64,0.535,0.745,20,10,0.8,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1459,0.7,"Unequal","Large",0.64,0.535,0.745,20,30,0.2,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1460,0.7,"Unequal","Large",0.64,0.535,0.745,20,30,0.2,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1461,0.7,"Unequal","Large",0.64,0.535,0.745,20,30,0.5,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1462,0.7,"Unequal","Large",0.64,0.535,0.745,20,30,0.5,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1463,0.7,"Unequal","Large",0.64,0.535,0.745,20,30,0.8,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1464,0.7,"Unequal","Large",0.64,0.535,0.745,20,30,0.8,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1465,0.7,"Unequal","Large",0.64,0.535,0.745,30,10,0.2,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1466,0.7,"Unequal","Large",0.64,0.535,0.745,30,10,0.2,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1467,0.7,"Unequal","Large",0.64,0.535,0.745,30,10,0.5,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1468,0.7,"Unequal","Large",0.64,0.535,0.745,30,10,0.5,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1469,0.7,"Unequal","Large",0.64,0.535,0.745,30,10,0.8,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1470,0.7,"Unequal","Large",0.64,0.535,0.745,30,10,0.8,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1471,0.7,"Unequal","Large",0.64,0.535,0.745,30,30,0.2,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1472,0.7,"Unequal","Large",0.64,0.535,0.745,30,30,0.2,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1473,0.7,"Unequal","Large",0.64,0.535,0.745,30,30,0.5,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1474,0.7,"Unequal","Large",0.64,0.535,0.745,30,30,0.5,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1475,0.7,"Unequal","Large",0.64,0.535,0.745,30,30,0.8,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1476,0.7,"Unequal","Large",0.64,0.535,0.745,30,30,0.8,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1477,0.7,"Unequal","Large",0.64,0.535,0.745,50,10,0.2,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1478,0.7,"Unequal","Large",0.64,0.535,0.745,50,10,0.2,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1479,0.7,"Unequal","Large",0.64,0.535,0.745,50,10,0.5,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1480,0.7,"Unequal","Large",0.64,0.535,0.745,50,10,0.5,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1481,0.7,"Unequal","Large",0.64,0.535,0.745,50,10,0.8,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1482,0.7,"Unequal","Large",0.64,0.535,0.745,50,10,0.8,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1483,0.7,"Unequal","Large",0.64,0.535,0.745,50,30,0.2,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1484,0.7,"Unequal","Large",0.64,0.535,0.745,50,30,0.2,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1485,0.7,"Unequal","Large",0.64,0.535,0.745,50,30,0.5,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1486,0.7,"Unequal","Large",0.64,0.535,0.745,50,30,0.5,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1487,0.7,"Unequal","Large",0.64,0.535,0.745,50,30,0.8,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1488,0.7,"Unequal","Large",0.64,0.535,0.745,50,30,0.8,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1489,0.7,"Unequal","Large",0.71,0.605,0.815,10,10,0.2,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1490,0.7,"Unequal","Large",0.71,0.605,0.815,10,10,0.2,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1491,0.7,"Unequal","Large",0.71,0.605,0.815,10,10,0.5,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1492,0.7,"Unequal","Large",0.71,0.605,0.815,10,10,0.5,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1493,0.7,"Unequal","Large",0.71,0.605,0.815,10,10,0.8,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1494,0.7,"Unequal","Large",0.71,0.605,0.815,10,10,0.8,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1495,0.7,"Unequal","Large",0.71,0.605,0.815,10,30,0.2,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1496,0.7,"Unequal","Large",0.71,0.605,0.815,10,30,0.2,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1497,0.7,"Unequal","Large",0.71,0.605,0.815,10,30,0.5,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1498,0.7,"Unequal","Large",0.71,0.605,0.815,10,30,0.5,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1499,0.7,"Unequal","Large",0.71,0.605,0.815,10,30,0.8,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1500,0.7,"Unequal","Large",0.71,0.605,0.815,10,30,0.8,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1501,0.7,"Unequal","Large",0.71,0.605,0.815,20,10,0.2,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1502,0.7,"Unequal","Large",0.71,0.605,0.815,20,10,0.2,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1503,0.7,"Unequal","Large",0.71,0.605,0.815,20,10,0.5,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1504,0.7,"Unequal","Large",0.71,0.605,0.815,20,10,0.5,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1505,0.7,"Unequal","Large",0.71,0.605,0.815,20,10,0.8,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1506,0.7,"Unequal","Large",0.71,0.605,0.815,20,10,0.8,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1507,0.7,"Unequal","Large",0.71,0.605,0.815,20,30,0.2,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1508,0.7,"Unequal","Large",0.71,0.605,0.815,20,30,0.2,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1509,0.7,"Unequal","Large",0.71,0.605,0.815,20,30,0.5,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1510,0.7,"Unequal","Large",0.71,0.605,0.815,20,30,0.5,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1511,0.7,"Unequal","Large",0.71,0.605,0.815,20,30,0.8,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1512,0.7,"Unequal","Large",0.71,0.605,0.815,20,30,0.8,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1513,0.7,"Unequal","Large",0.71,0.605,0.815,30,10,0.2,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1514,0.7,"Unequal","Large",0.71,0.605,0.815,30,10,0.2,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1515,0.7,"Unequal","Large",0.71,0.605,0.815,30,10,0.5,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1516,0.7,"Unequal","Large",0.71,0.605,0.815,30,10,0.5,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1517,0.7,"Unequal","Large",0.71,0.605,0.815,30,10,0.8,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1518,0.7,"Unequal","Large",0.71,0.605,0.815,30,10,0.8,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1519,0.7,"Unequal","Large",0.71,0.605,0.815,30,30,0.2,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1520,0.7,"Unequal","Large",0.71,0.605,0.815,30,30,0.2,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1521,0.7,"Unequal","Large",0.71,0.605,0.815,30,30,0.5,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1522,0.7,"Unequal","Large",0.71,0.605,0.815,30,30,0.5,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1523,0.7,"Unequal","Large",0.71,0.605,0.815,30,30,0.8,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1524,0.7,"Unequal","Large",0.71,0.605,0.815,30,30,0.8,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1525,0.7,"Unequal","Large",0.71,0.605,0.815,50,10,0.2,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1526,0.7,"Unequal","Large",0.71,0.605,0.815,50,10,0.2,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1527,0.7,"Unequal","Large",0.71,0.605,0.815,50,10,0.5,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1528,0.7,"Unequal","Large",0.71,0.605,0.815,50,10,0.5,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1529,0.7,"Unequal","Large",0.71,0.605,0.815,50,10,0.8,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1530,0.7,"Unequal","Large",0.71,0.605,0.815,50,10,0.8,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1531,0.7,"Unequal","Large",0.71,0.605,0.815,50,30,0.2,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1532,0.7,"Unequal","Large",0.71,0.605,0.815,50,30,0.2,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1533,0.7,"Unequal","Large",0.71,0.605,0.815,50,30,0.5,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1534,0.7,"Unequal","Large",0.71,0.605,0.815,50,30,0.5,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1535,0.7,"Unequal","Large",0.71,0.605,0.815,50,30,0.8,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1536,0.7,"Unequal","Large",0.71,0.605,0.815,50,30,0.8,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
